step,time,0,1,2,3,4,5,6,7,
844, 2015/1/3 22:20:00,4,0,0,0,0,0,0,0,
845, 2015/1/3 22:25:00,4,0,0,0,0,0,0,0,
846, 2015/1/3 22:30:00,4,0,0,0,0,0,0,0,
847, 2015/1/3 22:35:00,4,0,0,0,0,0,0,0,
848, 2015/1/3 22:40:00,4,0,0,0,0,0,0,0,
849, 2015/1/3 22:45:00,4,0,0,0,0,0,0,0,
850, 2015/1/3 22:50:00,4,0,0,0,0,0,0,0,
851, 2015/1/3 22:55:00,4,0,0,0,0,0,0,0,
852, 2015/1/3 23:0:00,4,0,0,0,0,0,0,0,
853, 2015/1/3 23:5:00,4,0,0,0,0,0,0,0,
854, 2015/1/3 23:10:00,4,0,0,0,0,0,0,0,
855, 2015/1/3 23:15:00,4,0,0,0,0,0,0,0,
856, 2015/1/3 23:20:00,4,0,0,0,0,0,0,0,
857, 2015/1/3 23:25:00,4,0,0,0,0,0,0,0,
858, 2015/1/3 23:30:00,4,0,0,0,0,0,0,0,
859, 2015/1/3 23:35:00,4,0,0,0,0,0,0,0,
860, 2015/1/3 23:40:00,4,0,0,0,0,0,0,0,
861, 2015/1/3 23:45:00,4,0,0,0,0,0,0,0,
862, 2015/1/3 23:50:00,4,0,0,0,0,0,0,0,
863, 2015/1/3 23:55:00,4,0,0,0,0,0,0,0,
