step,time,0,1,2,3,4,5,6,7,8,
14525, 2015/7/21 17:40:00,0,0,1,1,0,2,0,1,1,
14526, 2015/7/21 18:0:00,0,0,0,0,0,0,6,0,0,
14527, 2015/7/21 18:20:00,6,0,0,0,0,0,0,0,0,
14528, 2015/7/21 18:40:00,6,0,0,0,0,0,0,0,0,
14529, 2015/7/21 19:0:00,6,0,0,0,0,0,0,0,0,
14530, 2015/7/21 19:20:00,6,0,0,0,0,0,0,0,0,
14531, 2015/7/21 19:40:00,6,0,0,0,0,0,0,0,0,
14532, 2015/7/21 20:0:00,6,0,0,0,0,0,0,0,0,
14533, 2015/7/21 20:20:00,6,0,0,0,0,0,0,0,0,
14534, 2015/7/21 20:40:00,6,0,0,0,0,0,0,0,0,
14535, 2015/7/21 21:0:00,6,0,0,0,0,0,0,0,0,
14536, 2015/7/21 21:20:00,6,0,0,0,0,0,0,0,0,
14537, 2015/7/21 21:40:00,6,0,0,0,0,0,0,0,0,
14538, 2015/7/21 22:0:00,6,0,0,0,0,0,0,0,0,
14539, 2015/7/21 22:20:00,6,0,0,0,0,0,0,0,0,
14540, 2015/7/21 22:40:00,6,0,0,0,0,0,0,0,0,
14541, 2015/7/21 23:0:00,6,0,0,0,0,0,0,0,0,
14542, 2015/7/21 23:20:00,6,0,0,0,0,0,0,0,0,
14543, 2015/7/21 23:40:00,6,0,0,0,0,0,0,0,0,
14544, 2015/7/22 0:0:00,6,0,0,0,0,0,0,0,0,
14545, 2015/7/22 0:20:00,6,0,0,0,0,0,0,0,0,
14546, 2015/7/22 0:40:00,6,0,0,0,0,0,0,0,0,
14547, 2015/7/22 1:0:00,6,0,0,0,0,0,0,0,0,
14548, 2015/7/22 1:20:00,6,0,0,0,0,0,0,0,0,
14549, 2015/7/22 1:40:00,6,0,0,0,0,0,0,0,0,
14550, 2015/7/22 2:0:00,6,0,0,0,0,0,0,0,0,
14551, 2015/7/22 2:20:00,6,0,0,0,0,0,0,0,0,
14552, 2015/7/22 2:40:00,6,0,0,0,0,0,0,0,0,
14553, 2015/7/22 3:0:00,6,0,0,0,0,0,0,0,0,
14554, 2015/7/22 3:20:00,6,0,0,0,0,0,0,0,0,
14555, 2015/7/22 3:40:00,6,0,0,0,0,0,0,0,0,
14556, 2015/7/22 4:0:00,6,0,0,0,0,0,0,0,0,
14557, 2015/7/22 4:20:00,6,0,0,0,0,0,0,0,0,
14558, 2015/7/22 4:40:00,6,0,0,0,0,0,0,0,0,
14559, 2015/7/22 5:0:00,6,0,0,0,0,0,0,0,0,
14560, 2015/7/22 5:20:00,6,0,0,0,0,0,0,0,0,
14561, 2015/7/22 5:40:00,6,0,0,0,0,0,0,0,0,
14562, 2015/7/22 6:0:00,6,0,0,0,0,0,0,0,0,
14563, 2015/7/22 6:20:00,6,0,0,0,0,0,0,0,0,
14564, 2015/7/22 6:40:00,6,0,0,0,0,0,0,0,0,
14565, 2015/7/22 7:0:00,6,0,0,0,0,0,0,0,0,
14566, 2015/7/22 7:20:00,6,0,0,0,0,0,0,0,0,
14567, 2015/7/22 7:40:00,6,0,0,0,0,0,0,0,0,
14568, 2015/7/22 8:0:00,6,0,0,0,0,0,0,0,0,
14569, 2015/7/22 8:20:00,5,0,1,0,0,0,0,0,0,
14570, 2015/7/22 8:40:00,3,1,1,1,0,0,0,0,0,
14571, 2015/7/22 9:0:00,2,1,1,0,1,0,0,0,1,
14572, 2015/7/22 9:20:00,0,0,0,0,0,0,6,0,0,
14573, 2015/7/22 9:40:00,0,0,0,0,0,0,6,0,0,
14574, 2015/7/22 10:0:00,0,0,1,2,0,3,0,0,0,
14575, 2015/7/22 10:20:00,0,2,1,0,0,1,0,1,1,
14576, 2015/7/22 10:40:00,0,2,1,1,0,1,0,0,1,
14577, 2015/7/22 11:0:00,0,0,0,0,0,0,6,0,0,
14578, 2015/7/22 11:20:00,0,0,0,0,0,0,6,0,0,
14579, 2015/7/22 11:40:00,0,0,0,0,0,0,6,0,0,
14580, 2015/7/22 12:0:00,0,0,0,0,0,0,6,0,0,
14581, 2015/7/22 12:20:00,4,1,0,1,0,0,0,0,0,
14582, 2015/7/22 12:40:00,4,0,0,1,0,1,0,0,0,
14583, 2015/7/22 13:0:00,2,2,1,1,0,0,0,0,0,
14584, 2015/7/22 13:20:00,0,1,2,2,0,0,0,1,0,
14585, 2015/7/22 13:40:00,0,2,1,2,0,0,0,1,0,
14586, 2015/7/22 14:0:00,0,2,2,1,0,0,0,0,1,
14587, 2015/7/22 14:20:00,0,0,0,0,0,0,6,0,0,
14588, 2015/7/22 14:40:00,0,0,0,0,0,0,6,0,0,
14589, 2015/7/22 15:0:00,0,0,0,0,0,0,6,0,0,
14590, 2015/7/22 15:20:00,0,0,0,0,0,0,6,0,0,
14591, 2015/7/22 15:40:00,1,0,0,0,2,0,0,2,1,
14592, 2015/7/22 16:0:00,0,0,0,0,0,0,6,0,0,
14593, 2015/7/22 16:20:00,0,0,0,0,0,0,6,0,0,
14594, 2015/7/22 16:40:00,0,0,0,0,0,0,6,0,0,
14595, 2015/7/22 17:0:00,1,1,1,1,0,1,0,0,1,
14596, 2015/7/22 17:20:00,0,2,1,2,1,0,0,0,0,
14597, 2015/7/22 17:40:00,0,0,0,0,0,0,6,0,0,
14598, 2015/7/22 18:0:00,0,0,0,0,0,0,6,0,0,
14599, 2015/7/22 18:20:00,6,0,0,0,0,0,0,0,0,
14600, 2015/7/22 18:40:00,6,0,0,0,0,0,0,0,0,
14601, 2015/7/22 19:0:00,6,0,0,0,0,0,0,0,0,
14602, 2015/7/22 19:20:00,6,0,0,0,0,0,0,0,0,
14603, 2015/7/22 19:40:00,6,0,0,0,0,0,0,0,0,
14604, 2015/7/22 20:0:00,6,0,0,0,0,0,0,0,0,
14605, 2015/7/22 20:20:00,6,0,0,0,0,0,0,0,0,
14606, 2015/7/22 20:40:00,6,0,0,0,0,0,0,0,0,
14607, 2015/7/22 21:0:00,6,0,0,0,0,0,0,0,0,
14608, 2015/7/22 21:20:00,6,0,0,0,0,0,0,0,0,
14609, 2015/7/22 21:40:00,6,0,0,0,0,0,0,0,0,
14610, 2015/7/22 22:0:00,6,0,0,0,0,0,0,0,0,
14611, 2015/7/22 22:20:00,6,0,0,0,0,0,0,0,0,
14612, 2015/7/22 22:40:00,6,0,0,0,0,0,0,0,0,
14613, 2015/7/22 23:0:00,6,0,0,0,0,0,0,0,0,
14614, 2015/7/22 23:20:00,6,0,0,0,0,0,0,0,0,
14615, 2015/7/22 23:40:00,6,0,0,0,0,0,0,0,0,
14616, 2015/7/23 0:0:00,6,0,0,0,0,0,0,0,0,
14617, 2015/7/23 0:20:00,6,0,0,0,0,0,0,0,0,
14618, 2015/7/23 0:40:00,6,0,0,0,0,0,0,0,0,
14619, 2015/7/23 1:0:00,6,0,0,0,0,0,0,0,0,
14620, 2015/7/23 1:20:00,6,0,0,0,0,0,0,0,0,
14621, 2015/7/23 1:40:00,6,0,0,0,0,0,0,0,0,
14622, 2015/7/23 2:0:00,6,0,0,0,0,0,0,0,0,
14623, 2015/7/23 2:20:00,6,0,0,0,0,0,0,0,0,
14624, 2015/7/23 2:40:00,6,0,0,0,0,0,0,0,0,
14625, 2015/7/23 3:0:00,6,0,0,0,0,0,0,0,0,
14626, 2015/7/23 3:20:00,6,0,0,0,0,0,0,0,0,
14627, 2015/7/23 3:40:00,6,0,0,0,0,0,0,0,0,
14628, 2015/7/23 4:0:00,6,0,0,0,0,0,0,0,0,
14629, 2015/7/23 4:20:00,6,0,0,0,0,0,0,0,0,
14630, 2015/7/23 4:40:00,6,0,0,0,0,0,0,0,0,
14631, 2015/7/23 5:0:00,6,0,0,0,0,0,0,0,0,
14632, 2015/7/23 5:20:00,6,0,0,0,0,0,0,0,0,
14633, 2015/7/23 5:40:00,6,0,0,0,0,0,0,0,0,
14634, 2015/7/23 6:0:00,6,0,0,0,0,0,0,0,0,
14635, 2015/7/23 6:20:00,6,0,0,0,0,0,0,0,0,
14636, 2015/7/23 6:40:00,6,0,0,0,0,0,0,0,0,
14637, 2015/7/23 7:0:00,6,0,0,0,0,0,0,0,0,
14638, 2015/7/23 7:20:00,6,0,0,0,0,0,0,0,0,
14639, 2015/7/23 7:40:00,6,0,0,0,0,0,0,0,0,
14640, 2015/7/23 8:0:00,6,0,0,0,0,0,0,0,0,
14641, 2015/7/23 8:20:00,5,0,0,1,0,0,0,0,0,
14642, 2015/7/23 8:40:00,3,2,0,1,0,0,0,0,0,
14643, 2015/7/23 9:0:00,2,2,0,0,0,1,0,0,1,
14644, 2015/7/23 9:20:00,2,0,0,2,1,1,0,0,0,
14645, 2015/7/23 9:40:00,0,2,1,2,0,1,0,0,0,
14646, 2015/7/23 10:0:00,0,1,2,2,0,0,0,1,0,
14647, 2015/7/23 10:20:00,0,2,0,1,2,0,0,0,1,
14648, 2015/7/23 10:40:00,0,1,2,1,0,0,0,0,2,
14649, 2015/7/23 11:0:00,0,2,1,2,0,0,0,0,1,
14650, 2015/7/23 11:20:00,0,2,3,0,1,0,0,0,0,
14651, 2015/7/23 11:40:00,4,1,0,0,1,0,0,0,0,
14652, 2015/7/23 12:0:00,0,0,0,0,0,0,6,0,0,
14653, 2015/7/23 12:20:00,1,1,2,1,1,0,0,0,0,
14654, 2015/7/23 12:40:00,0,2,1,1,0,2,0,0,0,
14655, 2015/7/23 13:0:00,0,2,2,2,0,0,0,0,0,
14656, 2015/7/23 13:20:00,0,1,1,1,2,0,0,0,1,
14657, 2015/7/23 13:40:00,0,1,2,2,0,0,0,1,0,
14658, 2015/7/23 14:0:00,0,2,0,2,0,2,0,0,0,
14659, 2015/7/23 14:20:00,0,0,0,0,0,0,6,0,0,
14660, 2015/7/23 14:40:00,0,0,0,0,0,0,6,0,0,
14661, 2015/7/23 15:0:00,0,0,0,0,0,0,6,0,0,
14662, 2015/7/23 15:20:00,0,0,0,0,0,0,6,0,0,
14663, 2015/7/23 15:40:00,0,0,0,0,0,0,6,0,0,
14664, 2015/7/23 16:0:00,0,0,0,0,0,0,6,0,0,
14665, 2015/7/23 16:20:00,0,0,0,0,0,0,6,0,0,
14666, 2015/7/23 16:40:00,0,0,0,0,0,0,6,0,0,
14667, 2015/7/23 17:0:00,0,0,0,0,0,0,6,0,0,
14668, 2015/7/23 17:20:00,2,0,0,0,0,2,0,2,0,
14669, 2015/7/23 17:40:00,0,0,0,0,0,0,6,0,0,
14670, 2015/7/23 18:0:00,0,0,0,0,0,0,6,0,0,
14671, 2015/7/23 18:20:00,6,0,0,0,0,0,0,0,0,
14672, 2015/7/23 18:40:00,6,0,0,0,0,0,0,0,0,
14673, 2015/7/23 19:0:00,6,0,0,0,0,0,0,0,0,
14674, 2015/7/23 19:20:00,6,0,0,0,0,0,0,0,0,
14675, 2015/7/23 19:40:00,6,0,0,0,0,0,0,0,0,
14676, 2015/7/23 20:0:00,6,0,0,0,0,0,0,0,0,
14677, 2015/7/23 20:20:00,6,0,0,0,0,0,0,0,0,
14678, 2015/7/23 20:40:00,6,0,0,0,0,0,0,0,0,
14679, 2015/7/23 21:0:00,6,0,0,0,0,0,0,0,0,
14680, 2015/7/23 21:20:00,6,0,0,0,0,0,0,0,0,
14681, 2015/7/23 21:40:00,6,0,0,0,0,0,0,0,0,
14682, 2015/7/23 22:0:00,6,0,0,0,0,0,0,0,0,
14683, 2015/7/23 22:20:00,6,0,0,0,0,0,0,0,0,
14684, 2015/7/23 22:40:00,6,0,0,0,0,0,0,0,0,
14685, 2015/7/23 23:0:00,6,0,0,0,0,0,0,0,0,
14686, 2015/7/23 23:20:00,6,0,0,0,0,0,0,0,0,
14687, 2015/7/23 23:40:00,6,0,0,0,0,0,0,0,0,
14688, 2015/7/24 0:0:00,6,0,0,0,0,0,0,0,0,
14689, 2015/7/24 0:20:00,6,0,0,0,0,0,0,0,0,
14690, 2015/7/24 0:40:00,6,0,0,0,0,0,0,0,0,
14691, 2015/7/24 1:0:00,6,0,0,0,0,0,0,0,0,
14692, 2015/7/24 1:20:00,6,0,0,0,0,0,0,0,0,
14693, 2015/7/24 1:40:00,6,0,0,0,0,0,0,0,0,
14694, 2015/7/24 2:0:00,6,0,0,0,0,0,0,0,0,
14695, 2015/7/24 2:20:00,6,0,0,0,0,0,0,0,0,
14696, 2015/7/24 2:40:00,6,0,0,0,0,0,0,0,0,
14697, 2015/7/24 3:0:00,6,0,0,0,0,0,0,0,0,
14698, 2015/7/24 3:20:00,6,0,0,0,0,0,0,0,0,
14699, 2015/7/24 3:40:00,6,0,0,0,0,0,0,0,0,
14700, 2015/7/24 4:0:00,6,0,0,0,0,0,0,0,0,
14701, 2015/7/24 4:20:00,6,0,0,0,0,0,0,0,0,
14702, 2015/7/24 4:40:00,6,0,0,0,0,0,0,0,0,
14703, 2015/7/24 5:0:00,6,0,0,0,0,0,0,0,0,
14704, 2015/7/24 5:20:00,6,0,0,0,0,0,0,0,0,
14705, 2015/7/24 5:40:00,6,0,0,0,0,0,0,0,0,
14706, 2015/7/24 6:0:00,6,0,0,0,0,0,0,0,0,
14707, 2015/7/24 6:20:00,6,0,0,0,0,0,0,0,0,
14708, 2015/7/24 6:40:00,6,0,0,0,0,0,0,0,0,
14709, 2015/7/24 7:0:00,6,0,0,0,0,0,0,0,0,
14710, 2015/7/24 7:20:00,6,0,0,0,0,0,0,0,0,
14711, 2015/7/24 7:40:00,6,0,0,0,0,0,0,0,0,
14712, 2015/7/24 8:0:00,6,0,0,0,0,0,0,0,0,
14713, 2015/7/24 8:20:00,4,1,1,0,0,0,0,0,0,
14714, 2015/7/24 8:40:00,3,0,2,0,0,1,0,0,0,
14715, 2015/7/24 9:0:00,3,1,2,0,0,0,0,0,0,
14716, 2015/7/24 9:20:00,0,0,0,0,0,0,6,0,0,
14717, 2015/7/24 9:40:00,0,0,0,0,0,0,6,0,0,
14718, 2015/7/24 10:0:00,0,0,0,0,0,0,6,0,0,
14719, 2015/7/24 10:20:00,0,0,0,0,0,0,6,0,0,
14720, 2015/7/24 10:40:00,0,1,3,0,0,1,0,0,1,
14721, 2015/7/24 11:0:00,0,3,1,0,0,0,0,1,1,
14722, 2015/7/24 11:20:00,0,1,2,2,0,1,0,0,0,
14723, 2015/7/24 11:40:00,0,1,1,0,0,0,3,1,0,
14724, 2015/7/24 12:0:00,0,0,1,0,1,1,3,0,0,
14725, 2015/7/24 12:20:00,5,0,1,0,0,0,0,0,0,
14726, 2015/7/24 12:40:00,5,0,0,0,0,0,0,1,0,
14727, 2015/7/24 13:0:00,3,0,1,2,0,0,0,0,0,
14728, 2015/7/24 13:20:00,1,1,2,1,1,0,0,0,0,
14729, 2015/7/24 13:40:00,0,2,1,1,0,1,0,0,1,
14730, 2015/7/24 14:0:00,0,2,1,2,0,0,0,1,0,
14731, 2015/7/24 14:20:00,0,0,0,0,0,0,6,0,0,
14732, 2015/7/24 14:40:00,0,0,0,0,0,0,6,0,0,
14733, 2015/7/24 15:0:00,0,0,0,0,0,0,6,0,0,
14734, 2015/7/24 15:20:00,0,0,0,0,0,0,6,0,0,
14735, 2015/7/24 15:40:00,0,0,0,0,0,0,6,0,0,
14736, 2015/7/24 16:0:00,0,0,0,0,0,0,6,0,0,
14737, 2015/7/24 16:20:00,0,0,0,1,1,0,0,2,2,
14738, 2015/7/24 16:40:00,0,2,2,2,0,0,0,0,0,
14739, 2015/7/24 17:0:00,0,0,0,0,0,0,6,0,0,
14740, 2015/7/24 17:20:00,2,1,2,0,0,0,0,0,1,
14741, 2015/7/24 17:40:00,0,0,0,0,0,0,6,0,0,
14742, 2015/7/24 18:0:00,0,0,0,0,0,0,6,0,0,
14743, 2015/7/24 18:20:00,6,0,0,0,0,0,0,0,0,
14744, 2015/7/24 18:40:00,6,0,0,0,0,0,0,0,0,
14745, 2015/7/24 19:0:00,6,0,0,0,0,0,0,0,0,
14746, 2015/7/24 19:20:00,6,0,0,0,0,0,0,0,0,
14747, 2015/7/24 19:40:00,6,0,0,0,0,0,0,0,0,
14748, 2015/7/24 20:0:00,6,0,0,0,0,0,0,0,0,
14749, 2015/7/24 20:20:00,6,0,0,0,0,0,0,0,0,
14750, 2015/7/24 20:40:00,6,0,0,0,0,0,0,0,0,
14751, 2015/7/24 21:0:00,6,0,0,0,0,0,0,0,0,
14752, 2015/7/24 21:20:00,6,0,0,0,0,0,0,0,0,
14753, 2015/7/24 21:40:00,6,0,0,0,0,0,0,0,0,
14754, 2015/7/24 22:0:00,6,0,0,0,0,0,0,0,0,
14755, 2015/7/24 22:20:00,6,0,0,0,0,0,0,0,0,
14756, 2015/7/24 22:40:00,6,0,0,0,0,0,0,0,0,
14757, 2015/7/24 23:0:00,6,0,0,0,0,0,0,0,0,
14758, 2015/7/24 23:20:00,6,0,0,0,0,0,0,0,0,
14759, 2015/7/24 23:40:00,6,0,0,0,0,0,0,0,0,
14760, 2015/7/25 0:0:00,6,0,0,0,0,0,0,0,0,
14761, 2015/7/25 0:20:00,6,0,0,0,0,0,0,0,0,
14762, 2015/7/25 0:40:00,6,0,0,0,0,0,0,0,0,
14763, 2015/7/25 1:0:00,6,0,0,0,0,0,0,0,0,
14764, 2015/7/25 1:20:00,6,0,0,0,0,0,0,0,0,
14765, 2015/7/25 1:40:00,6,0,0,0,0,0,0,0,0,
14766, 2015/7/25 2:0:00,6,0,0,0,0,0,0,0,0,
14767, 2015/7/25 2:20:00,6,0,0,0,0,0,0,0,0,
14768, 2015/7/25 2:40:00,6,0,0,0,0,0,0,0,0,
14769, 2015/7/25 3:0:00,6,0,0,0,0,0,0,0,0,
14770, 2015/7/25 3:20:00,6,0,0,0,0,0,0,0,0,
14771, 2015/7/25 3:40:00,6,0,0,0,0,0,0,0,0,
14772, 2015/7/25 4:0:00,6,0,0,0,0,0,0,0,0,
14773, 2015/7/25 4:20:00,6,0,0,0,0,0,0,0,0,
14774, 2015/7/25 4:40:00,6,0,0,0,0,0,0,0,0,
14775, 2015/7/25 5:0:00,6,0,0,0,0,0,0,0,0,
14776, 2015/7/25 5:20:00,6,0,0,0,0,0,0,0,0,
14777, 2015/7/25 5:40:00,6,0,0,0,0,0,0,0,0,
14778, 2015/7/25 6:0:00,6,0,0,0,0,0,0,0,0,
14779, 2015/7/25 6:20:00,6,0,0,0,0,0,0,0,0,
14780, 2015/7/25 6:40:00,6,0,0,0,0,0,0,0,0,
14781, 2015/7/25 7:0:00,6,0,0,0,0,0,0,0,0,
14782, 2015/7/25 7:20:00,6,0,0,0,0,0,0,0,0,
14783, 2015/7/25 7:40:00,6,0,0,0,0,0,0,0,0,
14784, 2015/7/25 8:0:00,6,0,0,0,0,0,0,0,0,
14785, 2015/7/25 8:20:00,6,0,0,0,0,0,0,0,0,
14786, 2015/7/25 8:40:00,6,0,0,0,0,0,0,0,0,
14787, 2015/7/25 9:0:00,6,0,0,0,0,0,0,0,0,
14788, 2015/7/25 9:20:00,6,0,0,0,0,0,0,0,0,
14789, 2015/7/25 9:40:00,6,0,0,0,0,0,0,0,0,
14790, 2015/7/25 10:0:00,6,0,0,0,0,0,0,0,0,
14791, 2015/7/25 10:20:00,6,0,0,0,0,0,0,0,0,
14792, 2015/7/25 10:40:00,6,0,0,0,0,0,0,0,0,
14793, 2015/7/25 11:0:00,6,0,0,0,0,0,0,0,0,
14794, 2015/7/25 11:20:00,6,0,0,0,0,0,0,0,0,
14795, 2015/7/25 11:40:00,6,0,0,0,0,0,0,0,0,
14796, 2015/7/25 12:0:00,6,0,0,0,0,0,0,0,0,
14797, 2015/7/25 12:20:00,6,0,0,0,0,0,0,0,0,
14798, 2015/7/25 12:40:00,6,0,0,0,0,0,0,0,0,
14799, 2015/7/25 13:0:00,6,0,0,0,0,0,0,0,0,
14800, 2015/7/25 13:20:00,6,0,0,0,0,0,0,0,0,
14801, 2015/7/25 13:40:00,6,0,0,0,0,0,0,0,0,
14802, 2015/7/25 14:0:00,6,0,0,0,0,0,0,0,0,
14803, 2015/7/25 14:20:00,6,0,0,0,0,0,0,0,0,
14804, 2015/7/25 14:40:00,6,0,0,0,0,0,0,0,0,
14805, 2015/7/25 15:0:00,6,0,0,0,0,0,0,0,0,
14806, 2015/7/25 15:20:00,6,0,0,0,0,0,0,0,0,
14807, 2015/7/25 15:40:00,6,0,0,0,0,0,0,0,0,
14808, 2015/7/25 16:0:00,6,0,0,0,0,0,0,0,0,
14809, 2015/7/25 16:20:00,6,0,0,0,0,0,0,0,0,
14810, 2015/7/25 16:40:00,6,0,0,0,0,0,0,0,0,
14811, 2015/7/25 17:0:00,6,0,0,0,0,0,0,0,0,
14812, 2015/7/25 17:20:00,6,0,0,0,0,0,0,0,0,
14813, 2015/7/25 17:40:00,6,0,0,0,0,0,0,0,0,
14814, 2015/7/25 18:0:00,6,0,0,0,0,0,0,0,0,
14815, 2015/7/25 18:20:00,6,0,0,0,0,0,0,0,0,
14816, 2015/7/25 18:40:00,6,0,0,0,0,0,0,0,0,
14817, 2015/7/25 19:0:00,6,0,0,0,0,0,0,0,0,
14818, 2015/7/25 19:20:00,6,0,0,0,0,0,0,0,0,
14819, 2015/7/25 19:40:00,6,0,0,0,0,0,0,0,0,
14820, 2015/7/25 20:0:00,6,0,0,0,0,0,0,0,0,
14821, 2015/7/25 20:20:00,6,0,0,0,0,0,0,0,0,
14822, 2015/7/25 20:40:00,6,0,0,0,0,0,0,0,0,
14823, 2015/7/25 21:0:00,6,0,0,0,0,0,0,0,0,
14824, 2015/7/25 21:20:00,6,0,0,0,0,0,0,0,0,
14825, 2015/7/25 21:40:00,6,0,0,0,0,0,0,0,0,
14826, 2015/7/25 22:0:00,6,0,0,0,0,0,0,0,0,
14827, 2015/7/25 22:20:00,6,0,0,0,0,0,0,0,0,
14828, 2015/7/25 22:40:00,6,0,0,0,0,0,0,0,0,
14829, 2015/7/25 23:0:00,6,0,0,0,0,0,0,0,0,
14830, 2015/7/25 23:20:00,6,0,0,0,0,0,0,0,0,
14831, 2015/7/25 23:40:00,6,0,0,0,0,0,0,0,0,
14832, 2015/7/26 0:0:00,6,0,0,0,0,0,0,0,0,
14833, 2015/7/26 0:20:00,6,0,0,0,0,0,0,0,0,
14834, 2015/7/26 0:40:00,6,0,0,0,0,0,0,0,0,
14835, 2015/7/26 1:0:00,6,0,0,0,0,0,0,0,0,
14836, 2015/7/26 1:20:00,6,0,0,0,0,0,0,0,0,
14837, 2015/7/26 1:40:00,6,0,0,0,0,0,0,0,0,
14838, 2015/7/26 2:0:00,6,0,0,0,0,0,0,0,0,
14839, 2015/7/26 2:20:00,6,0,0,0,0,0,0,0,0,
14840, 2015/7/26 2:40:00,6,0,0,0,0,0,0,0,0,
14841, 2015/7/26 3:0:00,6,0,0,0,0,0,0,0,0,
14842, 2015/7/26 3:20:00,6,0,0,0,0,0,0,0,0,
14843, 2015/7/26 3:40:00,6,0,0,0,0,0,0,0,0,
14844, 2015/7/26 4:0:00,6,0,0,0,0,0,0,0,0,
14845, 2015/7/26 4:20:00,6,0,0,0,0,0,0,0,0,
14846, 2015/7/26 4:40:00,6,0,0,0,0,0,0,0,0,
14847, 2015/7/26 5:0:00,6,0,0,0,0,0,0,0,0,
14848, 2015/7/26 5:20:00,6,0,0,0,0,0,0,0,0,
14849, 2015/7/26 5:40:00,6,0,0,0,0,0,0,0,0,
14850, 2015/7/26 6:0:00,6,0,0,0,0,0,0,0,0,
14851, 2015/7/26 6:20:00,6,0,0,0,0,0,0,0,0,
14852, 2015/7/26 6:40:00,6,0,0,0,0,0,0,0,0,
14853, 2015/7/26 7:0:00,6,0,0,0,0,0,0,0,0,
14854, 2015/7/26 7:20:00,6,0,0,0,0,0,0,0,0,
14855, 2015/7/26 7:40:00,6,0,0,0,0,0,0,0,0,
14856, 2015/7/26 8:0:00,6,0,0,0,0,0,0,0,0,
14857, 2015/7/26 8:20:00,6,0,0,0,0,0,0,0,0,
14858, 2015/7/26 8:40:00,6,0,0,0,0,0,0,0,0,
14859, 2015/7/26 9:0:00,6,0,0,0,0,0,0,0,0,
14860, 2015/7/26 9:20:00,6,0,0,0,0,0,0,0,0,
14861, 2015/7/26 9:40:00,6,0,0,0,0,0,0,0,0,
14862, 2015/7/26 10:0:00,6,0,0,0,0,0,0,0,0,
14863, 2015/7/26 10:20:00,6,0,0,0,0,0,0,0,0,
14864, 2015/7/26 10:40:00,6,0,0,0,0,0,0,0,0,
14865, 2015/7/26 11:0:00,6,0,0,0,0,0,0,0,0,
14866, 2015/7/26 11:20:00,6,0,0,0,0,0,0,0,0,
14867, 2015/7/26 11:40:00,6,0,0,0,0,0,0,0,0,
14868, 2015/7/26 12:0:00,6,0,0,0,0,0,0,0,0,
14869, 2015/7/26 12:20:00,6,0,0,0,0,0,0,0,0,
14870, 2015/7/26 12:40:00,6,0,0,0,0,0,0,0,0,
14871, 2015/7/26 13:0:00,6,0,0,0,0,0,0,0,0,
14872, 2015/7/26 13:20:00,6,0,0,0,0,0,0,0,0,
14873, 2015/7/26 13:40:00,6,0,0,0,0,0,0,0,0,
14874, 2015/7/26 14:0:00,6,0,0,0,0,0,0,0,0,
14875, 2015/7/26 14:20:00,6,0,0,0,0,0,0,0,0,
14876, 2015/7/26 14:40:00,6,0,0,0,0,0,0,0,0,
14877, 2015/7/26 15:0:00,6,0,0,0,0,0,0,0,0,
14878, 2015/7/26 15:20:00,6,0,0,0,0,0,0,0,0,
14879, 2015/7/26 15:40:00,6,0,0,0,0,0,0,0,0,
14880, 2015/7/26 16:0:00,6,0,0,0,0,0,0,0,0,
14881, 2015/7/26 16:20:00,6,0,0,0,0,0,0,0,0,
14882, 2015/7/26 16:40:00,6,0,0,0,0,0,0,0,0,
14883, 2015/7/26 17:0:00,6,0,0,0,0,0,0,0,0,
14884, 2015/7/26 17:20:00,6,0,0,0,0,0,0,0,0,
14885, 2015/7/26 17:40:00,6,0,0,0,0,0,0,0,0,
14886, 2015/7/26 18:0:00,6,0,0,0,0,0,0,0,0,
14887, 2015/7/26 18:20:00,6,0,0,0,0,0,0,0,0,
14888, 2015/7/26 18:40:00,6,0,0,0,0,0,0,0,0,
14889, 2015/7/26 19:0:00,6,0,0,0,0,0,0,0,0,
14890, 2015/7/26 19:20:00,6,0,0,0,0,0,0,0,0,
14891, 2015/7/26 19:40:00,6,0,0,0,0,0,0,0,0,
14892, 2015/7/26 20:0:00,6,0,0,0,0,0,0,0,0,
14893, 2015/7/26 20:20:00,6,0,0,0,0,0,0,0,0,
14894, 2015/7/26 20:40:00,6,0,0,0,0,0,0,0,0,
14895, 2015/7/26 21:0:00,6,0,0,0,0,0,0,0,0,
14896, 2015/7/26 21:20:00,6,0,0,0,0,0,0,0,0,
14897, 2015/7/26 21:40:00,6,0,0,0,0,0,0,0,0,
14898, 2015/7/26 22:0:00,6,0,0,0,0,0,0,0,0,
14899, 2015/7/26 22:20:00,6,0,0,0,0,0,0,0,0,
14900, 2015/7/26 22:40:00,6,0,0,0,0,0,0,0,0,
14901, 2015/7/26 23:0:00,6,0,0,0,0,0,0,0,0,
14902, 2015/7/26 23:20:00,6,0,0,0,0,0,0,0,0,
14903, 2015/7/26 23:40:00,6,0,0,0,0,0,0,0,0,
14904, 2015/7/27 0:0:00,6,0,0,0,0,0,0,0,0,
14905, 2015/7/27 0:20:00,6,0,0,0,0,0,0,0,0,
14906, 2015/7/27 0:40:00,6,0,0,0,0,0,0,0,0,
14907, 2015/7/27 1:0:00,6,0,0,0,0,0,0,0,0,
14908, 2015/7/27 1:20:00,6,0,0,0,0,0,0,0,0,
14909, 2015/7/27 1:40:00,6,0,0,0,0,0,0,0,0,
14910, 2015/7/27 2:0:00,6,0,0,0,0,0,0,0,0,
14911, 2015/7/27 2:20:00,6,0,0,0,0,0,0,0,0,
14912, 2015/7/27 2:40:00,6,0,0,0,0,0,0,0,0,
