step,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,
3950, 2015/1/28 10:20:00,3,5,4,1,5,3,2,2,5,0,3,6,6,4,4,3,0,5,1,3,2,6,2,2,1,1,4,4,5,5,0,4,5,3,2,1,3,2,2,4,4,1,0,1,1,2,1,3,6,1,3,6,4,3,4,5,5,2,1,4,0,1,1,2,0,1,0,0,2,4,1,0,0,4,
3951, 2015/1/28 10:30:00,3,5,2,4,2,1,2,5,5,2,7,5,4,5,4,4,0,4,1,5,2,2,2,3,1,2,4,5,4,3,0,4,4,2,4,0,3,4,1,4,2,1,2,4,1,3,0,2,2,5,3,6,2,3,3,3,7,1,6,1,1,1,1,0,1,0,0,0,0,2,0,2,1,6,
3952, 2015/1/28 10:40:00,2,6,2,6,2,3,1,5,2,5,6,3,4,2,2,4,4,5,0,0,6,0,0,3,4,3,3,2,4,4,2,1,2,2,2,1,2,4,5,2,2,5,3,3,0,3,0,1,2,3,5,6,3,2,1,2,1,3,1,1,2,0,3,3,0,3,13,0,1,0,0,1,1,6,
3953, 2015/1/28 10:50:00,1,5,3,6,1,2,1,7,3,2,4,2,2,1,3,2,6,4,0,1,8,0,2,3,6,2,6,3,2,3,2,2,1,4,4,2,3,0,5,0,3,2,3,4,1,2,4,3,0,4,6,4,3,3,1,2,1,0,1,0,2,3,0,3,2,0,13,0,1,1,2,0,3,5,
3954, 2015/1/28 11:0:00,2,4,2,4,4,3,1,6,3,1,5,3,3,2,2,2,5,3,3,5,7,2,0,4,5,3,3,5,3,2,4,2,0,4,3,3,2,1,5,1,2,0,4,3,1,3,3,2,1,1,7,3,2,1,3,0,2,1,2,2,7,0,1,0,1,1,13,0,0,2,1,1,1,3,
3955, 2015/1/28 11:10:00,2,2,2,6,7,2,2,4,4,1,3,4,2,3,3,2,4,4,5,4,3,2,2,1,5,1,4,4,3,3,2,2,1,5,1,1,1,2,4,1,1,0,6,3,1,1,5,1,5,1,6,2,2,3,2,2,3,0,0,2,2,3,3,0,1,3,13,0,1,3,3,0,1,3,
3956, 2015/1/28 11:20:00,5,4,1,5,6,2,2,2,2,2,0,3,2,3,2,1,3,4,5,2,2,4,1,1,2,3,4,4,6,3,1,3,2,4,2,3,3,2,4,2,1,2,4,2,1,1,2,3,3,0,7,2,3,3,3,5,0,0,2,4,1,1,3,3,1,2,13,0,0,2,0,2,4,4,
3957, 2015/1/28 11:30:00,4,3,0,2,3,1,1,2,1,1,1,3,3,5,3,2,2,2,7,2,2,2,0,5,4,3,6,5,8,3,3,2,4,3,3,3,2,5,3,2,0,1,6,6,3,1,3,2,3,1,4,3,2,4,2,4,1,1,1,2,3,3,0,1,1,2,13,0,0,1,1,1,1,3,
3958, 2015/1/28 11:40:00,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,
3959, 2015/1/28 11:50:00,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,
3960, 2015/1/28 12:0:00,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,
3961, 2015/1/28 12:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3962, 2015/1/28 12:20:00,52,5,5,4,4,5,3,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,5,4,0,2,1,1,1,0,1,0,2,2,2,1,2,2,2,2,1,2,2,0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3963, 2015/1/28 12:30:00,53,5,5,2,3,4,3,3,3,3,3,2,3,5,5,2,4,5,3,3,4,4,3,3,5,2,4,5,4,0,3,0,0,2,0,2,0,2,2,4,2,1,2,2,2,0,3,2,0,1,3,1,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
3964, 2015/1/28 12:40:00,53,5,4,4,3,3,2,2,3,3,2,3,3,3,2,2,4,4,3,4,3,5,4,3,3,2,5,5,4,0,4,0,0,1,0,1,1,3,1,3,1,1,2,2,1,0,3,2,0,1,3,1,2,3,4,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,
3965, 2015/1/28 12:50:00,1,4,5,5,3,4,6,3,3,5,4,5,4,5,4,3,4,4,3,5,3,5,4,5,4,2,5,5,4,2,4,1,2,2,2,3,2,1,1,2,2,1,2,3,2,2,2,3,2,3,3,1,1,6,5,5,2,1,0,0,1,0,1,0,1,0,0,0,0,2,2,0,2,2,
3966, 2015/1/28 13:0:00,1,4,4,4,2,4,7,2,3,5,6,4,4,4,2,5,4,2,4,5,4,5,2,4,4,5,8,5,3,2,5,1,4,3,1,3,1,1,3,2,3,2,2,3,1,2,5,1,1,3,3,3,1,5,3,4,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,3,
3967, 2015/1/28 13:10:00,4,6,6,2,3,3,6,3,4,4,5,3,5,4,1,2,5,3,3,5,2,4,2,2,2,4,11,4,4,4,7,2,2,3,1,2,0,1,0,2,3,3,4,3,2,2,3,4,1,3,2,3,2,4,3,4,2,0,0,0,3,0,1,1,0,0,0,0,0,2,1,1,1,2,
3968, 2015/1/28 13:20:00,2,4,4,3,5,5,6,4,6,3,5,2,3,5,4,2,5,2,4,2,3,5,3,3,1,3,10,6,4,2,5,3,1,4,1,4,2,2,0,2,2,2,3,1,1,2,2,2,3,4,5,2,2,3,2,5,2,0,1,2,0,2,0,1,0,1,0,0,1,1,2,0,0,2,
3969, 2015/1/28 13:30:00,3,5,3,3,2,5,4,7,5,3,4,2,3,3,3,3,3,1,3,5,4,5,4,4,3,5,9,4,3,3,5,2,1,2,2,3,0,1,0,2,3,2,4,2,2,4,1,1,5,4,8,1,0,4,3,3,2,1,1,0,0,1,2,0,0,1,0,0,0,3,1,1,0,4,
3970, 2015/1/28 13:40:00,3,4,3,5,1,6,4,4,4,3,3,4,3,3,2,4,3,2,2,4,3,5,2,4,3,6,3,3,5,3,5,5,4,3,1,3,0,1,2,3,5,1,6,6,2,1,1,1,4,1,5,1,2,3,1,1,2,1,0,0,3,1,2,2,0,1,0,0,1,1,0,0,4,6,
3971, 2015/1/28 13:50:00,1,4,6,5,2,5,5,3,2,4,1,4,4,6,4,5,5,2,4,4,5,5,2,4,2,2,2,2,5,3,4,3,3,2,2,1,1,1,2,4,4,0,7,3,1,3,1,0,4,1,6,1,3,1,1,2,2,2,1,1,1,4,1,2,0,3,0,0,3,0,1,1,0,5,
3972, 2015/1/28 14:0:00,1,3,3,5,2,2,8,3,1,4,3,4,3,3,3,5,3,1,6,2,4,6,2,5,3,3,3,1,4,1,4,2,2,2,3,5,3,4,2,5,2,0,6,4,2,4,1,0,9,0,4,0,1,3,3,5,3,1,1,4,0,4,1,2,0,0,0,0,1,1,2,1,2,0,
3973, 2015/1/28 14:10:00,1,4,2,3,1,5,6,3,1,4,1,2,5,2,7,2,2,3,6,4,4,6,2,3,1,2,3,5,4,0,4,2,3,1,3,3,4,5,2,6,4,4,2,3,2,5,1,1,4,0,4,1,2,4,2,7,3,0,1,1,0,0,3,1,1,0,0,0,0,5,3,0,2,3,
3974, 2015/1/28 14:20:00,2,3,2,4,2,6,3,2,2,2,2,6,6,2,5,3,4,2,5,3,4,3,4,3,2,5,4,4,3,1,2,2,2,3,5,3,2,3,2,2,4,2,4,0,2,3,1,2,3,1,3,3,0,3,3,6,1,2,0,1,2,4,1,0,0,2,11,0,1,2,0,2,1,1,
3975, 2015/1/28 14:30:00,1,3,5,3,1,2,4,4,2,5,3,5,6,1,1,2,4,4,5,1,7,4,3,3,2,4,6,4,0,2,4,1,2,2,5,2,2,1,5,2,2,2,4,1,1,5,2,2,3,1,3,2,2,2,4,5,2,1,1,2,1,0,1,0,1,4,11,0,3,1,3,1,0,0,
3976, 2015/1/28 14:40:00,3,4,2,0,1,2,6,6,1,3,2,3,3,1,2,2,3,3,5,2,3,5,2,4,1,3,4,2,0,1,5,4,2,4,0,3,1,2,2,2,1,4,3,1,1,2,2,3,5,1,4,1,2,2,4,4,2,1,2,1,2,2,0,2,0,1,11,19,1,2,4,0,0,2,
3977, 2015/1/28 14:50:00,2,4,2,1,1,2,4,6,0,2,4,4,4,1,0,4,2,2,5,1,1,5,3,5,5,3,5,2,1,5,2,3,4,1,1,4,1,2,3,0,1,2,3,2,2,2,2,2,6,3,3,2,3,1,1,3,2,5,0,0,1,2,0,2,0,0,11,19,2,2,0,2,1,2,
3978, 2015/1/28 15:0:00,4,3,4,4,1,2,0,3,1,0,1,5,2,4,0,5,3,3,1,1,3,4,2,5,6,4,5,1,1,5,2,3,3,2,4,4,2,4,3,1,2,2,3,3,0,1,3,4,4,3,0,3,3,2,1,2,4,2,2,2,1,0,3,2,1,1,11,0,2,2,4,2,2,8,
3979, 2015/1/28 15:10:00,4,4,2,2,3,0,3,1,1,2,1,5,2,5,2,5,3,3,1,1,5,6,2,2,4,2,2,1,2,5,5,3,3,1,1,6,1,4,4,0,7,2,4,2,2,5,2,5,6,2,2,2,3,2,1,4,1,1,0,1,0,2,1,2,1,1,11,7,0,2,0,1,1,4,
3980, 2015/1/28 15:20:00,5,3,2,6,1,1,5,1,1,1,2,5,4,4,1,3,5,4,1,4,6,5,5,5,3,2,2,3,1,5,5,3,4,1,3,2,1,2,2,1,5,1,4,2,2,4,3,4,4,5,1,1,3,0,1,2,2,0,1,1,0,2,2,2,2,0,11,0,4,0,1,1,2,3,
3981, 2015/1/28 15:30:00,2,1,5,3,1,3,5,2,1,0,1,5,4,4,3,0,1,2,1,1,1,2,4,4,3,1,0,2,3,5,7,2,2,2,4,3,2,2,4,5,3,0,3,3,2,4,4,2,4,6,0,2,3,1,3,2,5,0,2,0,0,0,3,2,1,1,11,11,0,3,3,3,4,2,
3982, 2015/1/28 15:40:00,2,0,2,1,2,2,6,1,5,1,1,3,2,4,3,2,1,2,3,2,2,3,2,5,3,1,0,3,3,5,7,2,1,3,5,3,3,3,3,6,2,2,2,2,3,0,3,2,4,4,0,1,4,1,3,1,2,2,6,3,1,0,2,4,0,1,11,11,0,0,1,0,1,9,
3983, 2015/1/28 15:50:00,1,3,4,3,2,3,5,1,4,0,4,7,0,3,5,2,4,4,3,4,1,3,1,7,2,1,2,1,2,4,3,2,4,1,3,1,2,4,2,5,2,0,3,0,4,0,5,2,4,5,1,2,3,2,2,3,2,1,1,0,2,1,0,1,1,2,11,11,1,1,1,3,4,2,
3984, 2015/1/28 16:0:00,1,3,2,3,3,3,6,2,5,2,5,6,3,4,3,1,1,2,3,3,2,2,4,5,2,2,3,3,0,3,3,4,1,3,5,1,5,3,2,4,2,0,1,1,6,1,5,2,3,8,0,1,2,2,2,4,2,4,0,0,0,0,1,0,1,2,11,0,4,3,1,1,3,5,
3985, 2015/1/28 16:10:00,0,3,2,4,6,3,6,1,4,4,7,1,4,0,5,4,5,2,0,1,5,5,2,5,4,2,2,3,1,0,4,3,2,3,7,0,4,3,1,3,1,2,2,0,4,1,3,2,2,5,2,1,1,2,3,3,2,2,1,2,1,2,4,1,2,1,11,0,1,1,2,3,1,4,
3986, 2015/1/28 16:20:00,1,3,2,4,6,3,5,2,3,1,2,1,1,2,4,4,2,4,1,0,4,3,4,4,3,1,2,3,0,4,2,2,2,2,3,1,4,5,2,2,3,1,3,5,3,2,1,4,2,4,2,0,2,3,1,3,3,1,3,1,2,2,0,0,0,0,11,15,0,0,3,1,3,8,
3987, 2015/1/28 16:30:00,4,3,4,6,6,2,4,0,4,3,1,3,0,1,4,3,3,4,2,0,3,1,5,4,3,1,2,3,1,1,2,3,4,1,2,1,4,3,2,1,5,2,0,6,1,1,1,6,3,4,2,0,1,2,2,4,2,0,1,0,3,1,2,1,4,1,11,15,0,1,0,4,1,5,
3988, 2015/1/28 16:40:00,2,3,8,4,4,4,3,0,3,2,3,1,1,1,4,4,3,3,2,1,2,1,3,5,4,3,1,4,3,1,1,3,3,2,1,2,7,3,1,1,3,2,0,3,2,1,2,5,3,5,2,6,3,1,2,5,3,4,1,4,2,1,3,0,1,0,0,15,5,2,0,2,1,0,
3989, 2015/1/28 16:50:00,0,1,6,3,3,5,2,0,4,4,4,1,1,2,1,4,5,2,2,1,4,0,2,3,5,3,3,4,4,1,1,1,4,3,2,1,5,1,0,1,4,0,1,3,2,3,1,4,2,4,3,4,5,0,3,4,2,1,1,1,2,0,0,4,1,2,19,15,0,2,1,0,1,2,
3990, 2015/1/28 17:0:00,0,3,5,2,4,4,3,1,4,6,4,1,1,1,0,4,2,5,3,1,3,1,2,2,6,1,2,4,3,2,4,2,4,4,5,1,4,3,2,1,3,3,2,4,3,3,3,2,4,3,4,4,5,0,2,5,3,2,0,0,0,1,1,1,0,2,20,0,2,1,0,0,0,3,
3991, 2015/1/28 17:10:00,1,2,4,4,3,2,2,2,2,4,4,3,1,2,0,3,2,3,4,1,4,0,3,0,5,4,0,4,4,2,3,2,2,2,5,1,3,2,2,2,3,2,3,4,4,2,1,3,2,3,0,2,2,1,2,4,4,1,1,0,1,1,0,2,1,0,20,18,3,0,1,2,1,3,
3992, 2015/1/28 17:20:00,1,3,3,4,4,2,2,1,3,6,7,2,0,2,1,3,3,3,5,0,2,1,0,2,3,1,0,4,3,1,2,4,2,4,4,1,2,1,1,3,3,1,1,2,3,0,2,5,2,3,2,2,3,1,2,3,5,1,1,2,1,2,1,3,0,1,20,18,1,0,1,1,2,5,
3993, 2015/1/28 17:30:00,1,4,2,1,3,1,3,3,4,2,6,2,3,1,1,5,4,3,4,3,3,1,3,4,3,3,0,2,4,2,3,3,2,3,5,2,1,3,2,3,2,0,2,3,2,2,5,3,1,2,2,2,3,3,2,3,1,2,2,2,0,0,0,0,1,1,20,18,0,0,2,0,0,2,
3994, 2015/1/28 17:40:00,1,4,2,0,2,4,5,3,4,3,6,3,3,1,3,3,2,5,5,2,3,4,4,1,1,6,0,3,5,1,0,6,1,2,2,5,2,5,3,3,5,2,3,1,3,4,3,5,2,4,3,3,3,2,5,3,1,1,1,0,1,2,1,2,2,2,0,0,3,1,1,1,0,8,
3995, 2015/1/28 17:50:00,2,3,0,3,1,4,7,2,4,3,4,4,3,0,2,3,4,3,5,2,1,3,4,3,1,2,0,4,6,2,6,4,0,4,3,5,1,4,5,3,3,3,5,1,3,1,5,3,4,5,3,2,2,2,2,2,2,1,2,3,2,3,2,1,4,1,0,0,1,2,3,0,1,2,
3996, 2015/1/28 18:0:00,3,2,1,6,3,7,7,2,3,2,3,3,3,2,3,3,3,5,4,1,4,4,3,1,1,1,1,3,4,6,4,4,2,5,2,5,1,1,2,2,2,3,2,2,4,2,3,3,4,5,3,1,3,4,2,3,3,1,1,2,2,2,0,2,1,0,0,0,1,3,1,1,0,8,
3997, 2015/1/28 18:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3998, 2015/1/28 18:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3999, 2015/1/28 18:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4000, 2015/1/28 18:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4001, 2015/1/28 18:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4002, 2015/1/28 19:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4003, 2015/1/28 19:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4004, 2015/1/28 19:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4005, 2015/1/28 19:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4006, 2015/1/28 19:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4007, 2015/1/28 19:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4008, 2015/1/28 20:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4009, 2015/1/28 20:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4010, 2015/1/28 20:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4011, 2015/1/28 20:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4012, 2015/1/28 20:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4013, 2015/1/28 20:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4014, 2015/1/28 21:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4015, 2015/1/28 21:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4016, 2015/1/28 21:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4017, 2015/1/28 21:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4018, 2015/1/28 21:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4019, 2015/1/28 21:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4020, 2015/1/28 22:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4021, 2015/1/28 22:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4022, 2015/1/28 22:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4023, 2015/1/28 22:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4024, 2015/1/28 22:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4025, 2015/1/28 22:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4026, 2015/1/28 23:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4027, 2015/1/28 23:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4028, 2015/1/28 23:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4029, 2015/1/28 23:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4030, 2015/1/28 23:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4031, 2015/1/28 23:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4032, 2015/1/29 0:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
